"Time","meanError_y","sigmaError_y","mean.y","variance.mu","variance.var","standardDeviation.variance.mu","standardDeviation.variance.var"
0.033,0.19148453,-0.17288344,3.1914845,3.1914845,2.4310029,3.1914845,2.4310029
0.034000002,0.25671819,-0.15093346,3.2567182,3.2567182,2.4999321,3.2567182,2.4999321
0.034000002,0.25671819,-0.15093346,3.2567182,3.2567182,2.4999321,3.2567182,2.4999321
0.035,0.28375238,-0.16573212,3.2837524,3.2837524,2.4533544,3.2837524,2.4533544
0.035,0.28375238,-0.16573212,3.2837524,3.2837524,2.4533544,3.2837524,2.4533544
0.035999998,0.34385145,-0.14724106,3.3438516,3.3438516,2.511622,3.3438516,2.511622
0.035999998,0.34385145,-0.14724106,3.3438516,3.3438516,2.511622,3.3438516,2.511622
0.037,0.28492075,-0.129315,3.2849207,3.2849207,2.5687621,3.2849207,2.5687621
0.037,0.28492075,-0.129315,3.2849207,3.2849207,2.5687621,3.2849207,2.5687621
0.037999999,0.30253458,-0.14691921,3.3025346,3.3025346,2.5126421,3.3025346,2.5126421
0.037999999,0.30253458,-0.14691921,3.3025346,3.3025346,2.5126421,3.3025346,2.5126421
0.039000001,0.22072825,-0.088115931,3.2207282,3.2207282,2.7025218,3.2207282,2.7025218
0.039000001,0.22072825,-0.088115931,3.2207282,3.2207282,2.7025218,3.2207282,2.7025218
0.039999999,0.23204829,-0.10725654,3.2320483,3.2320483,2.6399565,3.2320483,2.6399565
0.039999999,0.23204829,-0.10725654,3.2320483,3.2320483,2.6399565,3.2320483,2.6399565
0.041000001,0.22808185,-0.12699737,3.2280819,3.2280819,2.5761964,3.2280819,2.5761964
0.041000001,0.22808185,-0.12699737,3.2280819,3.2280819,2.5761964,3.2280819,2.5761964
0.041999999,0.2422266,-0.14363602,3.2422266,3.2422266,2.5230615,3.2422266,2.5230615
0.041999999,0.2422266,-0.14363602,3.2422266,3.2422266,2.5230615,3.2422266,2.5230615
0.043000001,0.25046042,-0.16130796,3.2504604,3.2504604,2.4672332,3.2504604,2.4672332
0.043000001,0.25046042,-0.16130796,3.2504604,3.2504604,2.4672332,3.2504604,2.4672332
0.044,0.27908161,-0.16795872,3.2790816,3.2790816,2.446384,3.2790816,2.446384
0.044,0.27908161,-0.16795872,3.2790816,3.2790816,2.446384,3.2790816,2.446384
0.045000002,0.27794495,-0.18541677,3.277945,3.277945,2.3920767,3.277945,2.3920767
0.045000002,0.27794495,-0.18541677,3.277945,3.277945,2.3920767,3.277945,2.3920767
0.046,0.27167821,-0.20174287,3.2716782,3.2716782,2.3418424,3.2716782,2.3418424
0.046,0.27167821,-0.20174287,3.2716782,3.2716782,2.3418424,3.2716782,2.3418424
0.046999998,0.23404074,-0.19674022,3.2340407,3.2340407,2.3571787,3.2340407,2.3571787
0.046999998,0.23404074,-0.19674022,3.2340407,3.2340407,2.3571787,3.2340407,2.3571787
0.048,0.23016971,-0.21258545,3.2301698,3.2301698,2.3087749,3.2301698,2.3087749
0.048,0.23016971,-0.21258545,3.2301698,3.2301698,2.3087749,3.2301698,2.3087749
0.048999999,0.22131132,-0.22691834,3.2213113,3.2213113,2.2654238,3.2213113,2.2654238
0.048999999,0.22131132,-0.22691834,3.2213113,3.2213113,2.2654238,3.2213113,2.2654238
0.050000001,0.15779606,-0.1771262,3.1577961,3.1577961,2.4177904,3.1577961,2.4177904
0.050000001,0.15779606,-0.1771262,3.1577961,3.1577961,2.4177904,3.1577961,2.4177904
0.050999999,0.16575195,-0.19141857,3.1657519,3.1657519,2.3735478,3.1657519,2.3735478
0.050999999,0.16575195,-0.19141857,3.1657519,3.1657519,2.3735478,3.1657519,2.3735478
0.052000001,0.19444883,-0.19260234,3.1944489,3.1944487,2.3699017,3.1944487,2.3699017
0.052000001,0.19444883,-0.19260234,3.1944489,3.1944487,2.3699017,3.1944487,2.3699017
0.052999999,0.23564479,-0.17852706,3.2356448,3.2356448,2.4134359,3.2356448,2.4134359
0.052999999,0.23564479,-0.17852706,3.2356448,3.2356448,2.4134359,3.2356448,2.4134359
0.054000001,0.22952074,-0.19233313,3.2295208,3.2295208,2.3707304,3.2295208,2.3707304
0.054000001,0.22952074,-0.19233313,3.2295208,3.2295208,2.3707304,3.2295208,2.3707304
0.055,0.17700064,-0.15833618,3.1770008,3.1770008,2.4765778,3.1770008,2.4765778
0.055,0.17700064,-0.15833618,3.1770008,3.1770008,2.4765778,3.1770008,2.4765778
0.056000002,0.1227441,-0.12137993,3.1227441,3.1227441,2.5942607,3.1227441,2.5942607
0.056000002,0.1227441,-0.12137993,3.1227441,3.1227441,2.5942607,3.1227441,2.5942607
0.057,0.084977604,-0.11074869,3.0849776,3.0849776,2.6286206,3.0849776,2.6286206
0.057,0.084977604,-0.11074869,3.0849776,3.0849776,2.6286206,3.0849776,2.6286206
0.057999998,0.033073466,-0.077705085,3.0330734,3.0330734,2.7368598,3.0330734,2.7368598
0.057999998,0.033073466,-0.077705085,3.0330734,3.0330734,2.7368598,3.0330734,2.7368598
0.059,0.034802362,-0.091732033,3.0348024,3.0348024,2.6906457,3.0348024,2.6906457
0.059,0.034802362,-0.091732033,3.0348024,3.0348024,2.6906457,3.0348024,2.6906457
0.059999999,0.030553322,-0.10513139,3.0305533,3.0305533,2.6468668,3.0305533,2.6468668
0.059999999,0.030553322,-0.10513139,3.0305533,3.0305533,2.6468668,3.0305533,2.6468668
0.061000001,0.036852758,-0.11778425,3.0368528,3.0368528,2.6058564,3.0368528,2.6058564
0.061000001,0.036852758,-0.11778425,3.0368528,3.0368528,2.6058564,3.0368528,2.6058564
0.061999999,0.032684345,-0.13052452,3.0326843,3.0326843,2.5648866,3.0326843,2.5648866
0.061999999,0.032684345,-0.13052452,3.0326843,3.0326843,2.5648866,3.0326843,2.5648866
0.063000001,0.021046674,-0.14064546,3.0210466,3.0210466,2.5325711,3.0210466,2.5325711
0.063000001,0.021046674,-0.14064546,3.0210466,3.0210466,2.5325711,3.0210466,2.5325711
0.064000003,0.028935675,-0.15188612,3.0289357,3.0289357,2.4969203,3.0289357,2.4969203
0.064000003,0.028935675,-0.15188612,3.0289357,3.0289357,2.4969203,3.0289357,2.4969203
0.064999998,-0.016676564,-0.12218846,2.9833233,2.9833233,2.5916567,2.9833233,2.5916567
0.064999998,-0.016676564,-0.12218846,2.9833233,2.9833233,2.5916567,2.9833233,2.5916567
0.066,0.0062102294,-0.12381059,3.0062103,3.0062103,2.5864365,3.0062103,2.5864365
0.066,0.0062102294,-0.12381059,3.0062103,3.0062103,2.5864365,3.0062103,2.5864365
0.067000002,0.010833335,-0.13541569,3.0108333,3.0108333,2.5492437,3.0108333,2.5492437
0.067000002,0.010833335,-0.13541569,3.0108333,3.0108333,2.5492437,3.0108333,2.5492437
0.068000004,0.017633738,-0.14622192,3.0176337,3.0176337,2.5148532,3.0176337,2.5148532
0.068000004,0.017633738,-0.14622192,3.0176337,3.0176337,2.5148532,3.0176337,2.5148532
0.068999998,0.0079446109,-0.15572917,3.0079446,3.0079446,2.4847898,3.0079446,2.4847898
0.068999998,0.0079446109,-0.15572917,3.0079446,3.0079446,2.4847898,3.0079446,2.4847898
0.07,0.045105826,-0.13687719,3.0451059,3.0451059,2.5445788,3.0451059,2.5445788
0.07,0.045105826,-0.13687719,3.0451059,3.0451059,2.5445788,3.0451059,2.5445788
0.071000002,0.074850596,-0.12871918,3.0748506,3.0748506,2.5706723,3.0748506,2.5706723
0.071000002,0.074850596,-0.12871918,3.0748506,3.0748506,2.5706723,3.0748506,2.5706723
0.071999997,0.052393939,-0.12868749,3.0523939,3.0523939,2.5707738,3.0523939,2.5707738
0.071999997,0.052393939,-0.12868749,3.0523939,3.0523939,2.5707738,3.0523939,2.5707738
0.072999999,0.011617571,-0.10254993,3.0116177,3.0116177,2.6552732,3.0116177,2.6552732
0.072999999,0.011617571,-0.10254993,3.0116177,3.0116177,2.6552732,3.0116177,2.6552732
0.074000001,-0.0017288777,-0.10958528,2.9982712,2.9982712,2.6323943,2.9982712,2.6323943
0.074000001,-0.0017288777,-0.10958528,2.9982712,2.9982712,2.6323943,2.9982712,2.6323943
0.075000003,0.035295967,-0.089267232,3.035296,3.035296,2.6987379,3.035296,2.6987379
0.075000003,0.035295967,-0.089267232,3.035296,3.035296,2.6987379,3.035296,2.6987379
0.075999998,-0.0031043582,-0.066571288,2.9968956,2.9968956,2.7738221,2.9968956,2.7738221
0.075999998,-0.0031043582,-0.066571288,2.9968956,2.9968956,2.7738221,2.9968956,2.7738221
0.077,-0.040573072,-0.045487702,2.9594269,2.9594269,2.8444951,2.9594269,2.8444951
0.077,-0.040573072,-0.045487702,2.9594269,2.9594269,2.8444951,2.9594269,2.8444951
0.078000002,-0.077133782,-0.025899583,2.9228661,2.9228661,2.9109521,2.9228661,2.9109521
0.078000002,-0.077133782,-0.025899583,2.9228661,2.9228661,2.9109521,2.9228661,2.9109521
0.079000004,-0.085770324,-0.03501736,2.9142296,2.9142296,2.8799226,2.9142296,2.8799226
0.079000004,-0.085770324,-0.03501736,2.9142296,2.9142296,2.8799226,2.9142296,2.8799226
0.079999998,-0.11460561,-0.026292928,2.8853943,2.8853943,2.90961,2.8853943,2.90961
0.079999998,-0.11460561,-0.026292928,2.8853943,2.8853943,2.90961,2.8853943,2.90961
0.081,-0.11294716,-0.036790099,2.8870528,2.8870528,2.8739088,2.8870528,2.8739088
0.081,-0.11294716,-0.036790099,2.8870528,2.8870528,2.8739088,2.8870528,2.8739088
0.082000002,-0.12836218,-0.041456632,2.8716378,2.8716378,2.8581088,2.8716378,2.8581088
0.082000002,-0.12836218,-0.041456632,2.8716378,2.8716378,2.8581088,2.8716378,2.8581088
0.082999997,-0.10572983,-0.039220057,2.8942702,2.8942702,2.8656759,2.8942702,2.8656759
0.082999997,-0.10572983,-0.039220057,2.8942702,2.8942702,2.8656759,2.8942702,2.8656759
0.083999999,-0.072853059,-0.02287733,2.9271469,2.9271469,2.9212739,2.9271469,2.9212739
0.083999999,-0.072853059,-0.02287733,2.9271469,2.9271469,2.9212739,2.9271469,2.9212739
0.085000001,-0.068682268,-0.03253109,2.9313178,2.9313178,2.8883672,2.9313178,2.8883672
0.085000001,-0.068682268,-0.03253109,2.9313178,2.9313178,2.8883672,2.9313178,2.8883672
0.086000003,-0.03691129,-0.017238811,2.9630888,2.9630888,2.9405801,2.9630888,2.9405801
0.086000003,-0.03691129,-0.017238811,2.9630888,2.9630888,2.9405801,2.9630888,2.9405801
0.086999997,-0.045390587,-0.025310148,2.9546094,2.9546094,2.9129636,2.9546094,2.9129636
0.086999997,-0.045390587,-0.025310148,2.9546094,2.9546094,2.9129636,2.9546094,2.9129636
0.088,-0.013483016,-0.0091358619,2.986517,2.986517,2.968436,2.986517,2.968436
0.088,-0.013483016,-0.0091358619,2.986517,2.986517,2.968436,2.986517,2.968436
0.089000002,-0.040751576,0.00014931083,2.9592483,2.9592483,3.0005174,2.9592483,3.0005174
0.089000002,-0.040751576,0.00014931083,2.9592483,2.9592483,3.0005174,2.9592483,3.0005174
0.090000004,-0.042940024,-0.0093771834,2.9570599,2.9570599,2.9676044,2.9570599,2.9676044
0.090000004,-0.042940024,-0.0093771834,2.9570599,2.9570599,2.9676044,2.9570599,2.9676044
0.090999998,-0.039134163,-0.018488148,2.9608657,2.9608657,2.9362969,2.9608657,2.9362969
0.090999998,-0.039134163,-0.018488148,2.9608657,2.9608657,2.9362969,2.9608657,2.9362969
0.092,-0.042804327,-0.027466841,2.9571958,2.9571958,2.9056065,2.9571958,2.9056065
0.092,-0.042804327,-0.027466841,2.9571958,2.9571958,2.9056065,2.9571958,2.9056065
0.093000002,-0.055709451,-0.032143369,2.9442906,2.9442906,2.8896854,2.9442906,2.8896854
0.093000002,-0.055709451,-0.032143369,2.9442906,2.9442906,2.8896854,2.9442906,2.8896854
0.093999997,-0.045632165,-0.038419124,2.9543679,2.9543679,2.8683882,2.9543679,2.8683882
0.093999997,-0.045632165,-0.038419124,2.9543679,2.9543679,2.8683882,2.9543679,2.8683882
0.094999999,-0.026367113,-0.037033968,2.9736328,2.9736328,2.8730822,2.9736328,2.8730822
0.094999999,-0.026367113,-0.037033968,2.9736328,2.9736328,2.8730822,2.9736328,2.8730822
0.096000001,-0.035718478,-0.043423638,2.9642816,2.9642816,2.8514616,2.9642816,2.8514616
0.096000001,-0.035718478,-0.043423638,2.9642816,2.9642816,2.8514616,2.9642816,2.8514616
0.097000003,-0.028597988,-0.050702378,2.9714019,2.9714019,2.8269324,2.9714019,2.8269324
0.097000003,-0.028597988,-0.050702378,2.9714019,2.9714019,2.8269324,2.9714019,2.8269324
0.097999997,-0.0069112987,-0.045721479,2.9930887,2.9930887,2.8437066,2.9930887,2.8437066
0.097999997,-0.0069112987,-0.045721479,2.9930887,2.9930887,2.8437066,2.9930887,2.8437066
0.098999999,-0.02946618,-0.039467838,2.9705338,2.9705338,2.8648372,2.9705338,2.8648372
0.098999999,-0.02946618,-0.039467838,2.9705338,2.9705338,2.8648372,2.9705338,2.8648372
0.1,-0.038210932,-0.045705844,2.9617891,2.9617891,2.8437593,2.9617891,2.8437593
0.1,-0.038210932,-0.045705844,2.9617891,2.9617891,2.8437593,2.9617891,2.8437593
0.101,-0.046777822,-0.051889367,2.9532223,2.9532223,2.8229425,2.9532223,2.8229425
0.101,-0.046777822,-0.051889367,2.9532223,2.9532223,2.8229425,2.9532223,2.8229425
0.102,-0.029858513,-0.051521387,2.9701414,2.9701414,2.8241792,2.9701414,2.8241792
0.102,-0.029858513,-0.051521387,2.9701414,2.9701414,2.8241792,2.9701414,2.8241792
0.103,-0.016240364,-0.054053124,2.9837596,2.9837596,2.8156762,2.9837596,2.8156762
0.103,-0.016240364,-0.054053124,2.9837596,2.9837596,2.8156762,2.9837596,2.8156762
0.104,-0.021174587,-0.06138923,2.9788253,2.9788253,2.79111,2.9788253,2.79111
0.104,-0.021174587,-0.06138923,2.9788253,2.9788253,2.79111,2.9788253,2.79111
0.105,-0.0051492234,-0.061351378,2.9948509,2.9948509,2.7912366,2.9948509,2.7912366
0.105,-0.0051492234,-0.061351378,2.9948509,2.9948509,2.7912366,2.9948509,2.7912366
0.106,-0.028379224,-0.052299153,2.9716208,2.9716208,2.8215656,2.9716208,2.8215656
0.106,-0.028379224,-0.052299153,2.9716208,2.9716208,2.8215656,2.9716208,2.8215656
0.107,-0.020706264,-0.058301568,2.9792938,2.9792938,2.8014364,2.9792938,2.8014364
0.107,-0.020706264,-0.058301568,2.9792938,2.9792938,2.8014364,2.9792938,2.8014364
0.108,-0.027966717,-0.064376466,2.9720333,2.9720333,2.7811377,2.9720333,2.7811377
0.108,-0.027966717,-0.064376466,2.9720333,2.9720333,2.7811377,2.9720333,2.7811377
0.109,-0.0025000381,-0.051078986,2.9974999,2.9974999,2.8256662,2.9974999,2.8256662
0.109,-0.0025000381,-0.051078986,2.9974999,2.9974999,2.8256662,2.9974999,2.8256662
0.11,0.003235532,-0.057666104,3.0032356,3.0032356,2.8035641,3.0032356,2.8035641
0.11,0.003235532,-0.057666104,3.0032356,3.0032356,2.8035641,3.0032356,2.8035641
0.111,0.019849038,-0.05614277,3.0198491,3.0198491,2.8086677,3.0198491,2.8086677
0.111,0.019849038,-0.05614277,3.0198491,3.0198491,2.8086677,3.0198491,2.8086677
0.112,0.023609102,-0.063171037,3.0236092,3.0236092,2.7851596,3.0236092,2.7851596
0.112,0.023609102,-0.063171037,3.0236092,3.0236092,2.7851596,3.0236092,2.7851596
0.113,0.045074634,-0.055113606,3.0450747,3.0450747,2.8121183,3.0450747,2.8121183
0.113,0.045074634,-0.055113606,3.0450747,3.0450747,2.8121183,3.0450747,2.8121183
0.114,0.066798173,-0.046590406,3.0667982,3.0667982,2.8407767,3.0667982,2.8407767
0.114,0.066798173,-0.046590406,3.0667982,3.0667982,2.8407767,3.0667982,2.8407767
0.115,0.0660583,-0.053915899,3.0660584,3.0660584,2.8161368,3.0660584,2.8161368
0.115,0.0660583,-0.053915899,3.0660584,3.0660584,2.8161368,3.0660584,2.8161368
0.116,0.046422452,-0.047948711,3.0464225,3.0464225,2.8361998,3.0464225,2.8361998
0.116,0.046422452,-0.047948711,3.0464225,3.0464225,2.8361998,3.0464225,2.8361998
0.117,0.041870464,-0.054444645,3.0418704,3.0418704,2.8143625,3.0418704,2.8143625
0.117,0.041870464,-0.054444645,3.0418704,3.0418704,2.8143625,3.0418704,2.8143625
0.118,0.047997791,-0.060253996,3.0479977,3.0479977,2.7949045,3.0479977,2.7949045
0.118,0.047997791,-0.060253996,3.0479977,3.0479977,2.7949045,3.0479977,2.7949045
0.119,0.030072123,-0.05594375,3.0300722,3.0300722,2.8093348,3.0300722,2.8093348
0.119,0.030072123,-0.05594375,3.0300722,3.0300722,2.8093348,3.0300722,2.8093348
0.12,0.046437778,-0.053421583,3.0464377,3.0464377,2.817796,3.0464377,2.817796
0.12,0.046437778,-0.053421583,3.0464377,3.0464377,2.817796,3.0464377,2.817796
0.121,0.035498541,-0.056082867,3.0354986,3.0354986,2.8088686,3.0354986,2.8088686
0.121,0.035498541,-0.056082867,3.0354986,3.0354986,2.8088686,3.0354986,2.8088686
0.122,0.024275843,-0.058406625,3.0242758,3.0242758,2.8010848,3.0242758,2.8010848
0.122,0.024275843,-0.058406625,3.0242758,3.0242758,2.8010848,3.0242758,2.8010848
0.123,0.006446091,-0.053630237,3.0064461,3.0064461,2.8170955,3.0064461,2.8170955
0.123,0.006446091,-0.053630237,3.0064461,3.0064461,2.8170955,3.0064461,2.8170955
0.124,0.025811823,-0.046670739,3.0258119,3.0258119,2.8405061,3.0258119,2.8405061
0.124,0.025811823,-0.046670739,3.0258119,3.0258119,2.8405061,3.0258119,2.8405061
0.125,0.012626342,-0.047016628,3.0126264,3.0126264,2.8393402,3.0126264,2.8393402
0.125,0.012626342,-0.047016628,3.0126264,3.0126264,2.8393402,3.0126264,2.8393402
0.126,0.0066396203,-0.052382432,3.0066397,3.0066397,2.821286,3.0066397,2.821286
0.126,0.0066396203,-0.052382432,3.0066397,3.0066397,2.821286,3.0066397,2.821286
0.127,-0.00072064035,-0.056969658,2.9992793,2.9992793,2.8058968,2.9992793,2.8058968
0.127,-0.00072064035,-0.056969658,2.9992793,2.9992793,2.8058968,2.9992793,2.8058968
0.12800001,0.0048397533,-0.062349528,3.0048397,3.0048397,2.7879024,3.0048397,2.7879024
0.12800001,0.0048397533,-0.062349528,3.0048397,3.0048397,2.7879024,3.0048397,2.7879024
0.12899999,-0.0096296174,-0.060797043,2.9903703,2.9903703,2.7930892,2.9903703,2.7930892
0.12899999,-0.0096296174,-0.060797043,2.9903703,2.9903703,2.7930892,2.9903703,2.7930892
0.13,-0.018603137,-0.064120524,2.9813969,2.9813969,2.7819915,2.9813969,2.7819915
0.13,-0.018603137,-0.064120524,2.9813969,2.9813969,2.7819915,2.9813969,2.7819915
0.131,-0.0083381059,-0.066381849,2.9916618,2.9916618,2.7744532,2.9916618,2.7744532
0.131,-0.0083381059,-0.066381849,2.9916618,2.9916618,2.7744532,2.9916618,2.7744532
0.132,-0.011112383,-0.072399415,2.9888875,2.9888875,2.7544427,2.9888875,2.7544427
0.132,-0.011112383,-0.072399415,2.9888875,2.9888875,2.7544427,2.9888875,2.7544427
0.133,-0.032227546,-0.060947921,2.9677725,2.9677725,2.7925849,2.9677725,2.7925849
0.133,-0.032227546,-0.060947921,2.9677725,2.9677725,2.7925849,2.9677725,2.7925849
0.134,-0.046825495,-0.05870476,2.9531746,2.9531746,2.800087,2.9531746,2.800087
0.134,-0.046825495,-0.05870476,2.9531746,2.9531746,2.800087,2.9531746,2.800087
0.13500001,-0.06460993,-0.052250836,2.93539,2.93539,2.821728,2.93539,2.821728
0.13500001,-0.06460993,-0.052250836,2.93539,2.93539,2.821728,2.93539,2.821728
0.13600001,-0.080185264,-0.048682235,2.9198148,2.9198148,2.8337297,2.9198148,2.8337297
0.13600001,-0.080185264,-0.048682235,2.9198148,2.9198148,2.8337297,2.9198148,2.8337297
0.13699999,-0.10143167,-0.036634248,2.8985684,2.8985684,2.8744373,2.8985684,2.8744373
0.13699999,-0.10143167,-0.036634248,2.8985684,2.8985684,2.8744373,2.8985684,2.8744373
0.138,-0.11142468,-0.038743708,2.8885753,2.8885753,2.8672888,2.8885753,2.8672888
0.138,-0.11142468,-0.038743708,2.8885753,2.8885753,2.8672888,2.8885753,2.8672888
0.139,-0.093065441,-0.031117098,2.9069345,2.9069345,2.8931756,2.9069345,2.8931756
0.139,-0.093065441,-0.031117098,2.9069345,2.9069345,2.8931756,2.9069345,2.8931756
0.14,-0.09688428,-0.036604833,2.9031157,2.9031157,2.874537,2.9031157,2.874537
0.14,-0.09688428,-0.036604833,2.9031157,2.9031157,2.874537,2.9031157,2.874537
0.141,-0.094183743,-0.042325601,2.9058163,2.9058163,2.8551712,2.9058163,2.8551712
0.141,-0.094183743,-0.042325601,2.9058163,2.9058163,2.8551712,2.9058163,2.8551712
0.142,-0.10074946,-0.046481837,2.8992505,2.8992505,2.8411427,2.8992505,2.8411427
0.142,-0.10074946,-0.046481837,2.8992505,2.8992505,2.8411427,2.8992505,2.8411427
0.14300001,-0.1149707,-0.043858517,2.8850293,2.8850293,2.8499932,2.8850293,2.8499932
0.14300001,-0.1149707,-0.043858517,2.8850293,2.8850293,2.8499932,2.8850293,2.8499932
